Experiment,Timestamp,temperature [C],delta_t [C/s],notes
1,1752504664722983837,1.1729999780654907,-0.028187437566843963,"alluminio, thick 1mm, temp 38C"
1,1752504664822899818,1.1679999828338623,-0.038765705660771976,"alluminio, thick 1mm, temp 38C"
1,1752504664922914505,1.1619999408721924,-0.05126021904833316,"alluminio, thick 1mm, temp 38C"
1,1752504665022982835,1.1579999923706055,-0.0599690181967445,"alluminio, thick 1mm, temp 38C"
1,1752504665122960567,1.1549999713897705,-0.06423915590726188,"alluminio, thick 1mm, temp 38C"
1,1752504665222746133,1.1490000486373901,-0.0713498603080466,"alluminio, thick 1mm, temp 38C"
1,1752504665322963476,1.1460000276565552,-0.07381265580220969,"alluminio, thick 1mm, temp 38C"
1,1752504665423025846,1.1419999599456787,-0.07557640845172836,"alluminio, thick 1mm, temp 38C"
1,1752504665522962331,1.1380000114440918,-0.07683867779219336,"alluminio, thick 1mm, temp 38C"
1,1752504665622884035,1.1349999904632568,-0.07594174653322674,"alluminio, thick 1mm, temp 38C"
1,1752504665722923517,1.13100004196167,-0.07586740033119921,"alluminio, thick 1mm, temp 38C"
1,1752504665822886228,1.128000020980835,-0.07440294242790073,"alluminio, thick 1mm, temp 38C"
1,1752504665922886371,1.125,-0.07238913100227644,"alluminio, thick 1mm, temp 38C"
1,1752504666022919178,1.125,-0.07238913100227644,"alluminio, thick 1mm, temp 38C"
1,1752504666122917413,1.121999979019165,-0.07028737937901863,"alluminio, thick 1mm, temp 38C"
1,1752504666222931861,1.11899995803833,-0.06833169470501352,"alluminio, thick 1mm, temp 38C"
1,1752504666322904586,1.1169999837875366,-0.06482351034272787,"alluminio, thick 1mm, temp 38C"
1,1752504666422966480,1.1150000095367432,-0.06087033772579041,"alluminio, thick 1mm, temp 38C"
1,1752504666523001909,1.1130000352859497,-0.05705490639959823,"alluminio, thick 1mm, temp 38C"
1,1752504666622611045,1.1089999675750732,-0.05725052535337814,"alluminio, thick 1mm, temp 38C"
1,1752504666722954988,1.1059999465942383,-0.057593869124429216,"alluminio, thick 1mm, temp 38C"
